date,subway_ridership,subway_pct_baseline,bus_ridership,bus_pct_baseline,lirr_ridership,lirr_pct_baseline,metro_north_ridership,metro_north_pct_baseline,access_ride_trips,access_ride_pct_baseline,bridges_tunnels_traffic,bridges_tunnels_pct_baseline,staten_island_ridership,staten_island_pct_baseline,is_covid,is_weekend,day_of_week,is_holiday,day_name,is_outlier
2021-04-27,2041698,37.0,1198299,55.0,89028,29.0,47310,16.0,22603,78.0,839788,89.0,4020,25.0,1,0,1,0,Tuesday,0
2021-04-28,2135793,38.0,1227777,56.0,92150,30.0,50011,17.0,24412,84.0,888723,94.0,4027,25.0,1,0,2,0,Wednesday,0
2021-04-29,2028524,36.0,1166096,53.0,88705,29.0,47785,17.0,22201,77.0,873037,93.0,3881,24.0,1,0,3,0,Thursday,0
2021-04-30,2159476,39.0,1185321,54.0,93530,30.0,57364,20.0,22322,77.0,922720,98.0,3699,23.0,1,0,4,0,Friday,0
2021-05-01,1515211,47.0,818655,59.0,51067,43.0,41395,27.0,13263,77.0,849633,89.0,0,0.0,1,1,5,0,Saturday,0
2021-05-02,1153471,48.0,620063,64.0,41827,43.0,32683,31.0,11541,68.0,809865,95.0,0,0.0,1,1,6,0,Sunday,0
2021-05-03,1971010,34.0,1165505,51.0,91084,29.0,45800,16.0,21492,73.0,828506,86.0,3744,22.0,1,0,0,0,Monday,0
2021-05-04,2120071,37.0,1227250,54.0,93107,29.0,49415,17.0,22962,78.0,851039,88.0,4181,24.0,1,0,1,0,Tuesday,0
2021-05-05,2074543,36.0,1158445,51.0,91994,29.0,48351,17.0,23236,79.0,841968,87.0,3851,22.0,1,0,2,0,Wednesday,0
2021-05-06,2199943,38.0,1258536,55.0,94244,30.0,52748,18.0,23792,81.0,905604,94.0,4168,24.0,1,0,3,0,Thursday,0
2021-05-07,2238033,39.0,1222741,54.0,101637,32.0,61477,21.0,22730,77.0,936747,97.0,3827,22.0,1,0,4,0,Friday,0
2021-05-08,1444674,45.0,779188,56.0,56309,48.0,42664,28.0,13339,77.0,854156,89.0,0,0.0,1,1,5,0,Saturday,0
2021-05-09,1107878,46.0,576000,60.0,54074,55.0,37795,36.0,13897,82.0,854809,100.0,856,24.0,1,1,6,0,Sunday,0
2021-05-10,1990039,35.0,1149109,51.0,96813,30.0,50090,17.0,20751,71.0,844563,88.0,3850,22.0,1,0,0,0,Monday,0
2021-05-11,2148322,38.0,1231886,54.0,97358,30.0,51588,18.0,22751,77.0,873176,91.0,4227,24.0,1,0,1,0,Tuesday,0
2021-05-12,2182277,38.0,1238990,54.0,98930,31.0,53548,19.0,23946,81.0,887381,92.0,4193,24.0,1,0,2,0,Wednesday,0
2021-05-13,2163052,38.0,1182347,52.0,103047,32.0,55558,19.0,23439,80.0,918259,95.0,4112,24.0,1,0,3,0,Thursday,0
2021-05-14,2266974,40.0,1220112,54.0,104885,33.0,63394,22.0,22437,76.0,947064,98.0,3963,23.0,1,0,4,0,Friday,0
2021-05-15,1637231,51.0,844096,60.0,63079,53.0,49401,33.0,13516,78.0,891574,93.0,11,0.0,1,1,5,0,Saturday,0
2021-05-16,1201904,50.0,621750,65.0,49166,50.0,36227,35.0,11062,65.0,814177,96.0,14,0.0,1,1,6,0,Sunday,0
2021-05-17,2022584,35.0,1157960,51.0,98458,31.0,52803,18.0,20779,71.0,810018,84.0,3990,23.0,1,0,0,0,Monday,0
2021-05-18,2150049,38.0,1215676,53.0,100430,31.0,54920,19.0,22367,76.0,838307,87.0,4321,25.0,1,0,1,0,Tuesday,0
2021-05-19,2257549,39.0,1253578,55.0,104762,33.0,56851,20.0,23784,81.0,915644,95.0,4367,25.0,1,0,2,0,Wednesday,0
2021-05-20,2269471,40.0,1243965,55.0,106604,33.0,57425,20.0,23659,80.0,931659,97.0,4441,26.0,1,0,3,0,Thursday,0
2021-05-21,2331876,41.0,1221591,54.0,110077,34.0,67283,24.0,22520,77.0,965528,100.0,4264,25.0,1,0,4,0,Friday,0
2021-05-22,1645268,51.0,839877,60.0,66293,56.0,51249,34.0,13397,77.0,911148,95.0,1787,37.0,1,1,5,0,Saturday,0
2021-05-23,1268928,53.0,645466,67.0,58005,59.0,40613,39.0,11765,69.0,885740,104.0,1358,39.0,1,1,6,0,Sunday,0
2021-05-24,2118877,37.0,1192453,52.0,105528,33.0,55179,19.0,21563,73.0,869940,90.0,4252,24.0,1,0,0,0,Monday,0
2021-05-25,2270945,40.0,1253998,55.0,110871,35.0,58737,21.0,22854,78.0,902577,94.0,4683,27.0,1,0,1,0,Tuesday,0
2021-05-26,2275882,40.0,1241052,55.0,114548,36.0,59613,21.0,23594,80.0,921084,96.0,4429,25.0,1,0,2,0,Wednesday,0
2021-05-27,2352019,41.0,1246269,55.0,117293,37.0,62852,22.0,23450,80.0,970920,101.0,4619,27.0,1,0,3,0,Thursday,0
2021-05-28,2232599,39.0,1135369,50.0,112780,35.0,66048,23.0,21520,73.0,931760,97.0,4047,23.0,1,0,4,0,Friday,0
2021-05-29,1370135,43.0,648192,46.0,54774,46.0,38894,26.0,11734,68.0,744860,78.0,1332,27.0,1,1,5,0,Saturday,0
2021-05-30,1065176,45.0,484864,50.0,43418,45.0,30072,29.0,10028,59.0,664029,78.0,956,27.0,1,1,6,0,Sunday,0
2021-05-31,1389651,58.0,702801,73.0,102292,105.0,43039,41.0,10380,61.0,756187,89.0,1651,47.0,1,0,0,1,Monday,0
2021-06-01,2258831,40.0,1230127,57.0,114759,34.0,94923,32.0,22308,76.0,907698,92.0,4705,29.0,1,0,1,0,Tuesday,0
2021-06-02,2343745,42.0,1249102,58.0,112503,34.0,90821,31.0,24325,83.0,910385,93.0,4772,29.0,1,0,2,0,Wednesday,0
2021-06-03,2233917,40.0,1143159,53.0,102751,31.0,84815,29.0,23026,79.0,895524,91.0,4419,27.0,1,0,3,0,Thursday,0
2021-06-04,2310032,41.0,1160335,54.0,104564,31.0,88908,30.0,22743,78.0,930743,95.0,4308,27.0,1,0,4,0,Friday,0
2021-06-05,1792204,56.0,874545,62.0,72827,59.0,62687,40.0,14636,84.0,946758,96.0,0,0.0,1,1,5,0,Saturday,0
2021-06-06,1363344,52.0,654780,60.0,61866,63.0,51469,47.0,12514,69.0,921829,100.0,0,0.0,1,1,6,0,Sunday,0
2021-06-07,2223265,40.0,1200737,56.0,112097,34.0,89412,30.0,21511,73.0,897208,91.0,4348,27.0,1,0,0,0,Monday,0
2021-06-08,2265591,40.0,1175335,55.0,108346,33.0,87986,30.0,22948,78.0,878376,89.0,4561,28.0,1,0,1,0,Tuesday,0
2021-06-09,2386026,43.0,1259005,59.0,107918,32.0,90641,31.0,23868,81.0,908563,92.0,4586,28.0,1,0,2,0,Wednesday,0
2021-06-10,2473818,44.0,1276901,59.0,113236,34.0,91323,31.0,23498,80.0,951274,97.0,4801,30.0,1,0,3,0,Thursday,0
2021-06-11,2468258,44.0,1221484,57.0,118259,36.0,94566,32.0,23324,80.0,968763,99.0,4371,27.0,1,0,4,0,Friday,0
2021-06-12,1775538,55.0,849178,61.0,68188,55.0,61468,39.0,14450,83.0,919318,93.0,0,0.0,1,1,5,0,Saturday,0
2021-06-13,1379959,53.0,647385,59.0,59186,60.0,51712,47.0,12047,67.0,887098,96.0,0,0.0,1,1,6,0,Sunday,0
2021-06-14,2223186,40.0,1176722,55.0,115254,35.0,91064,31.0,21568,74.0,869235,88.0,4205,26.0,1,0,0,0,Monday,0
2021-06-15,2469785,44.0,1277203,59.0,117580,35.0,96688,33.0,23460,80.0,917933,93.0,4925,30.0,1,0,1,0,Tuesday,0
2021-06-16,2519444,45.0,1288040,60.0,119205,36.0,94690,32.0,24788,85.0,945955,96.0,4745,29.0,1,0,2,0,Wednesday,0
2021-06-17,2552497,46.0,1281552,60.0,121580,37.0,98435,33.0,23292,80.0,973485,99.0,4989,31.0,1,0,3,0,Thursday,0
2021-06-18,2572013,98.0,1235675,114.0,122848,125.0,104304,96.0,22491,124.0,989296,107.0,4549,117.0,1,0,4,1,Friday,0
2021-06-19,1784312,55.0,841519,60.0,76508,62.0,66134,42.0,13949,80.0,952944,97.0,0,0.0,1,1,5,1,Saturday,0
2021-06-20,1389352,53.0,652557,60.0,76969,78.0,60876,56.0,13189,73.0,951631,103.0,0,0.0,1,1,6,0,Sunday,0
2021-06-21,2264368,40.0,1191844,55.0,123918,37.0,95740,32.0,20512,70.0,926300,94.0,4601,28.0,1,0,0,0,Monday,0
2021-06-22,2354873,42.0,1172110,55.0,116165,35.0,97637,33.0,22293,76.0,896868,91.0,4648,29.0,1,0,1,0,Tuesday,0
2021-06-23,2547416,45.0,1264095,59.0,121867,37.0,101864,34.0,24223,83.0,946870,96.0,5027,31.0,1,0,2,0,Wednesday,0
2021-06-24,2552639,46.0,1248843,58.0,121542,37.0,100509,34.0,22842,78.0,978351,99.0,5045,31.0,1,0,3,0,Thursday,0
2021-06-25,2582713,46.0,1214123,56.0,126722,38.0,100537,34.0,22400,76.0,988675,101.0,4712,29.0,1,0,4,0,Friday,0
2021-06-26,1854179,58.0,841585,60.0,76560,62.0,66738,42.0,13520,78.0,950086,97.0,1682,33.0,1,1,5,0,Saturday,0
2021-06-27,1559967,60.0,656004,60.0,75058,76.0,62411,57.0,11883,66.0,900039,97.0,1436,37.0,1,1,6,0,Sunday,0
2021-06-28,2252362,40.0,1152019,54.0,122263,37.0,101482,34.0,20503,70.0,924740,94.0,4564,28.0,1,0,0,0,Monday,0
2021-06-29,2343739,42.0,1169268,54.0,119355,36.0,97829,33.0,21612,74.0,930011,95.0,4717,29.0,1,0,1,0,Tuesday,0
2021-06-30,2346388,42.0,1139886,53.0,119358,36.0,99455,34.0,23001,79.0,945822,96.0,4476,28.0,1,0,2,0,Wednesday,0
2021-07-01,2292461,43.0,1104516,53.0,114363,36.0,90018,32.0,22011,78.0,933638,97.0,4598,33.0,1,0,3,0,Thursday,0
2021-07-02,2296044,43.0,1121116,54.0,116542,37.0,94252,33.0,21489,76.0,920188,96.0,4258,31.0,0,0,4,0,Friday,0
2021-07-03,1541988,55.0,738089,55.0,63827,50.0,57381,37.0,12676,80.0,777262,84.0,1768,35.0,0,1,5,0,Saturday,0
2021-07-04,1468510,63.0,615001,56.0,70165,67.0,63948,60.0,12816,78.0,773629,87.0,1815,51.0,0,1,6,1,Sunday,0
2021-07-05,1495709,64.0,770321,70.0,78370,75.0,59711,56.0,10303,62.0,838087,95.0,2005,56.0,0,0,0,1,Monday,0
2021-07-06,2302002,44.0,1181416,57.0,127893,40.0,100494,35.0,22648,80.0,903777,94.0,4690,34.0,0,0,1,0,Tuesday,0
2021-07-07,2437064,46.0,1234617,60.0,122603,39.0,99137,35.0,23637,83.0,926634,96.0,5028,36.0,0,0,2,0,Wednesday,0
2021-07-08,2364250,45.0,1164513,56.0,116274,37.0,93197,33.0,22941,81.0,897858,93.0,4785,35.0,0,0,3,0,Thursday,0
2021-07-09,2318387,44.0,1115969,54.0,109420,35.0,88347,31.0,20632,73.0,888932,92.0,4325,31.0,0,0,4,0,Friday,0
2021-07-10,1781717,63.0,855908,63.0,72964,57.0,64429,42.0,14518,91.0,925950,100.0,2204,43.0,0,1,5,0,Saturday,0
2021-07-11,1365854,58.0,635511,58.0,62559,60.0,53178,50.0,11725,71.0,830775,94.0,1549,43.0,0,1,6,0,Sunday,0
2021-07-12,2245412,43.0,1171521,57.0,120503,38.0,99023,35.0,20623,73.0,866231,90.0,4563,33.0,0,0,0,0,Monday,0
2021-07-13,2457526,47.0,1239045,60.0,123373,39.0,105314,37.0,22286,79.0,895705,93.0,5117,37.0,0,0,1,0,Tuesday,0
2021-07-14,2517615,48.0,1260044,61.0,120455,38.0,101843,36.0,23662,83.0,919213,96.0,5018,36.0,0,0,2,0,Wednesday,0
2021-07-15,2581582,49.0,1275846,62.0,125587,40.0,105171,37.0,23772,84.0,971048,101.0,5209,38.0,0,0,3,0,Thursday,0
2021-07-16,2536569,48.0,1219118,59.0,123465,39.0,104331,37.0,21730,77.0,983846,102.0,4626,34.0,0,0,4,0,Friday,0
2021-07-17,1717480,61.0,795347,59.0,73001,57.0,64513,42.0,13228,83.0,897001,97.0,0,0.0,0,1,5,0,Saturday,0
2021-07-18,1405344,60.0,640618,58.0,67362,64.0,56174,53.0,11313,68.0,838604,95.0,0,0.0,0,1,6,0,Sunday,0
2021-07-19,2327756,44.0,1208792,58.0,126653,40.0,103403,37.0,20276,72.0,897298,93.0,4717,34.0,0,0,0,0,Monday,0
2021-07-20,2462002,47.0,1217802,59.0,125809,40.0,107009,38.0,22213,78.0,924495,96.0,5015,36.0,0,0,1,0,Tuesday,0
2021-07-21,2504568,47.0,1225595,59.0,121530,38.0,104862,37.0,22865,81.0,914902,95.0,4934,36.0,0,0,2,0,Wednesday,0
2021-07-22,2582151,49.0,1279778,62.0,127275,40.0,102275,36.0,23122,82.0,963493,100.0,5187,38.0,0,0,3,0,Thursday,0
2021-07-23,2552330,48.0,1219255,59.0,130474,41.0,101070,36.0,22314,79.0,985198,102.0,4713,34.0,0,0,4,0,Friday,0
2021-07-24,1852402,66.0,856250,63.0,84852,66.0,68579,44.0,14042,88.0,950568,103.0,0,0.0,0,1,5,0,Saturday,0
2021-07-25,1364830,58.0,625645,57.0,66417,63.0,53090,50.0,11419,69.0,864361,98.0,0,0.0,0,1,6,0,Sunday,0
2021-07-26,2318455,44.0,1219135,59.0,129875,41.0,101260,36.0,19910,70.0,907205,94.0,4714,34.0,0,0,0,0,Monday,0
2021-07-27,2487947,47.0,1267804,61.0,128262,41.0,102950,36.0,22609,80.0,918908,96.0,5132,37.0,0,0,1,0,Tuesday,0
2021-07-28,2534756,48.0,1276296,62.0,126767,40.0,99976,35.0,23145,82.0,932094,97.0,5004,36.0,0,0,2,0,Wednesday,0
2021-07-29,2428764,46.0,1186642,57.0,120318,38.0,94716,33.0,22164,78.0,918380,96.0,4743,34.0,0,0,3,0,Thursday,0
2021-07-30,2557677,48.0,1235623,60.0,131905,42.0,103531,37.0,22127,78.0,988596,103.0,4812,35.0,0,0,4,0,Friday,0
2021-07-31,1841007,65.0,857333,64.0,85371,67.0,67121,43.0,13932,88.0,953445,103.0,0,0.0,0,1,5,0,Saturday,0
2021-08-01,1351294,57.0,629963,57.0,66030,63.0,51978,50.0,11627,65.0,869092,94.0,0,0.0,0,1,6,0,Sunday,0
2021-08-02,2333923,45.0,1208484,60.0,126151,40.0,102349,38.0,19824,71.0,903514,93.0,4799,36.0,0,0,0,0,Monday,0
2021-08-03,2483802,48.0,1262043,63.0,123949,40.0,103249,38.0,22828,82.0,904753,93.0,5262,39.0,0,0,1,0,Tuesday,0
2021-08-04,2529002,49.0,1257876,62.0,123700,40.0,99332,36.0,23611,85.0,921068,95.0,5016,37.0,0,0,2,0,Wednesday,0
2021-08-05,2529190,49.0,1259332,62.0,119999,38.0,98290,36.0,22610,81.0,956306,98.0,5097,38.0,0,0,3,0,Thursday,0
2021-08-06,2519444,49.0,1222343,61.0,123238,39.0,101218,37.0,22179,79.0,979833,101.0,4500,34.0,0,0,4,0,Friday,0
2021-08-07,1780458,61.0,836715,61.0,76835,58.0,67267,44.0,14108,85.0,923751,96.0,0,0.0,0,1,5,0,Saturday,0
2021-08-08,1333885,56.0,598574,54.0,61066,59.0,54265,52.0,11934,66.0,843489,92.0,0,0.0,0,1,6,0,Sunday,0
2021-08-09,2289434,45.0,1183050,59.0,109865,35.0,95599,35.0,20540,74.0,891525,92.0,4845,36.0,0,0,0,0,Monday,0
2021-08-10,2442194,48.0,1245670,62.0,122544,39.0,95330,35.0,23079,83.0,905508,93.0,5037,38.0,0,0,1,0,Tuesday,0
2021-08-11,2475949,48.0,1246306,62.0,119708,38.0,94737,35.0,23338,84.0,931264,96.0,4928,37.0,0,0,2,0,Wednesday,0
2021-08-12,2448589,48.0,1223666,61.0,119717,38.0,90818,33.0,22427,80.0,965578,99.0,4764,36.0,0,0,3,0,Thursday,0
2021-08-13,2430102,47.0,1189426,59.0,123849,40.0,91861,34.0,21336,76.0,973883,100.0,4522,34.0,0,0,4,0,Friday,0
2021-08-14,1718222,58.0,811826,59.0,75664,57.0,57650,38.0,13157,79.0,904780,94.0,0,0.0,0,1,5,0,Saturday,0
2021-08-15,1430620,60.0,661705,60.0,72983,70.0,54362,52.0,12395,69.0,918288,100.0,0,0.0,0,1,6,0,Sunday,0
2021-08-16,2287627,45.0,1170216,58.0,123942,40.0,100258,37.0,20087,72.0,910779,94.0,4769,36.0,0,0,0,0,Monday,0
2021-08-17,2427611,47.0,1209633,60.0,120737,39.0,103616,38.0,22245,80.0,909180,94.0,5081,38.0,0,0,1,0,Tuesday,0
2021-08-18,2445638,48.0,1210760,60.0,117216,37.0,97853,36.0,22715,81.0,917872,94.0,4878,36.0,0,0,2,0,Wednesday,0
2021-08-19,2439624,47.0,1194375,59.0,117409,38.0,93036,34.0,21838,78.0,939085,97.0,4871,36.0,0,0,3,0,Thursday,0
2021-08-20,2456334,48.0,1183308,59.0,124627,40.0,99533,36.0,21451,77.0,969814,100.0,4590,34.0,0,0,4,0,Friday,0
2021-08-21,1715030,58.0,822340,60.0,72843,55.0,61997,41.0,13046,78.0,941331,98.0,1409,30.0,0,1,5,0,Saturday,0
2021-08-22,745240,31.0,369246,33.0,27528,26.0,16121,16.0,7979,44.0,489334,53.0,560,16.0,0,1,6,0,Sunday,0
2021-08-23,2052669,40.0,1032792,51.0,110003,35.0,84223,31.0,18809,67.0,821654,85.0,4062,30.0,0,0,0,0,Monday,0
2021-08-24,2462365,48.0,1234884,61.0,130591,42.0,98325,36.0,22679,81.0,942935,97.0,5041,38.0,0,0,1,0,Tuesday,0
2021-08-25,2498255,49.0,1236342,61.0,127392,41.0,93307,34.0,23351,84.0,957036,98.0,5165,39.0,0,0,2,0,Wednesday,0
2021-08-26,2480137,48.0,1222996,61.0,122067,39.0,91039,33.0,22068,79.0,950534,98.0,4995,37.0,0,0,3,0,Thursday,0
2021-08-27,2388210,46.0,1147249,57.0,119665,38.0,90532,33.0,21211,76.0,973335,100.0,4392,33.0,0,0,4,0,Friday,0
2021-08-28,1659434,56.0,776489,56.0,68988,52.0,56208,37.0,12760,77.0,890293,93.0,1661,35.0,0,1,5,0,Saturday,0
2021-08-29,1398566,59.0,630281,57.0,68832,66.0,54068,52.0,11558,64.0,890505,97.0,2076,58.0,0,1,6,0,Sunday,0
2021-08-30,2321000,45.0,1182908,59.0,131574,42.0,97092,36.0,19224,69.0,911105,94.0,4695,35.0,0,0,0,0,Monday,0
2021-08-31,2532584,49.0,1246463,62.0,133641,43.0,99949,37.0,22724,81.0,936181,96.0,5390,40.0,0,0,1,0,Tuesday,0
2021-09-01,2294448,40.0,1086148,47.0,118437,36.0,90598,31.0,20878,70.0,811053,85.0,4551,27.0,0,0,2,0,Wednesday,0
2021-09-02,1661558,29.0,1188941,51.0,105647,32.0,37898,13.0,21179,71.0,851145,89.0,2620,15.0,0,0,3,0,Thursday,0
2021-09-03,2390392,41.0,1221668,53.0,139807,43.0,97937,34.0,22585,76.0,1014806,107.0,4450,26.0,0,0,4,0,Friday,0
2021-09-04,1777639,55.0,834456,59.0,84764,72.0,57137,37.0,13382,78.0,927358,97.0,2104,51.0,0,1,5,0,Saturday,0
2021-09-05,1415352,56.0,618622,56.0,71004,72.0,45169,43.0,11931,69.0,832200,94.0,1541,53.0,0,1,6,0,Sunday,0
2021-09-06,1521388,60.0,733947,67.0,77906,79.0,51338,49.0,10077,59.0,812884,92.0,1966,67.0,0,0,0,1,Monday,0
2021-09-07,2233674,39.0,1102372,47.0,137623,42.0,113742,39.0,21143,71.0,902400,95.0,4795,28.0,0,0,1,0,Tuesday,0
2021-09-08,2529619,44.0,1192895,51.0,135722,41.0,110925,38.0,22354,75.0,896020,94.0,5228,31.0,0,0,2,0,Wednesday,0
2021-09-09,2702713,47.0,1249341,54.0,139547,43.0,111708,39.0,23653,80.0,911040,96.0,5378,31.0,0,0,3,0,Thursday,0
2021-09-10,2840443,49.0,1322430,57.0,150895,46.0,113495,39.0,23037,78.0,995486,105.0,5377,31.0,0,0,4,0,Friday,0
2021-09-11,1983091,62.0,870791,62.0,82235,69.0,65329,43.0,13070,76.0,917704,96.0,2182,53.0,0,1,5,0,Saturday,0
2021-09-12,1589976,62.0,694561,63.0,77028,78.0,58979,56.0,12239,71.0,899864,102.0,1679,57.0,0,1,6,0,Sunday,0
2021-09-13,2852796,49.0,1441516,62.0,147829,45.0,122504,42.0,21898,74.0,914827,96.0,6133,36.0,0,0,0,0,Monday,0
2021-09-14,3011275,52.0,1511145,65.0,144904,44.0,120532,42.0,23132,78.0,908024,95.0,6672,39.0,0,0,1,0,Tuesday,0
2021-09-15,2987334,52.0,1503627,65.0,139927,43.0,116413,40.0,23966,81.0,904733,95.0,6410,38.0,0,0,2,0,Wednesday,0
2021-09-16,2534545,44.0,1210069,52.0,127995,39.0,107680,37.0,20826,70.0,864413,91.0,5308,31.0,0,0,3,0,Thursday,0
2021-09-17,3028545,52.0,1456201,63.0,142120,43.0,119349,41.0,23282,78.0,982085,103.0,6131,36.0,0,0,4,0,Friday,0
2021-09-18,2014848,63.0,871175,62.0,77267,65.0,76288,50.0,14054,82.0,949178,99.0,2582,62.0,0,1,5,0,Saturday,0
2021-09-19,1596823,63.0,674024,61.0,69397,70.0,64139,61.0,12612,73.0,914623,103.0,1897,65.0,0,1,6,0,Sunday,0
2021-09-20,2883211,50.0,1481676,64.0,148068,45.0,122101,42.0,21889,74.0,895109,94.0,6548,38.0,0,0,0,0,Monday,0
2021-09-21,3018312,52.0,1505803,65.0,142672,44.0,123923,43.0,22399,75.0,860050,90.0,6998,41.0,0,0,1,0,Tuesday,0
2021-09-22,3021113,52.0,1506211,65.0,139853,43.0,120056,42.0,23157,78.0,872883,92.0,6812,40.0,0,0,2,0,Wednesday,0
2021-09-23,3016106,52.0,1483075,64.0,140127,43.0,115473,40.0,23031,78.0,915198,96.0,6724,39.0,0,0,3,0,Thursday,0
2021-09-24,3121747,54.0,1469705,63.0,142827,44.0,116730,40.0,21941,74.0,986694,104.0,6294,37.0,0,0,4,0,Friday,0
2021-09-25,2129492,66.0,872490,62.0,88460,75.0,81282,53.0,13909,81.0,953628,100.0,2719,66.0,0,1,5,0,Saturday,0
2021-09-26,1614677,63.0,657257,60.0,80069,81.0,64937,62.0,12034,70.0,895286,101.0,2238,77.0,0,1,6,0,Sunday,0
2021-09-27,2873368,50.0,1489441,64.0,146154,45.0,121534,42.0,21209,71.0,881116,93.0,6715,39.0,0,0,0,0,Monday,0
2021-09-28,2927715,51.0,1457421,63.0,141188,43.0,118253,41.0,21727,73.0,831192,87.0,6827,40.0,0,0,1,0,Tuesday,0
2021-09-29,3063720,53.0,1513184,65.0,137483,42.0,120032,42.0,23323,79.0,886785,93.0,6789,40.0,0,0,2,0,Wednesday,0
2021-09-30,3146861,55.0,1516081,65.0,144838,44.0,121842,42.0,23555,79.0,953501,100.0,7104,42.0,0,0,3,0,Thursday,0
2021-10-01,3162881,55.0,1492942,66.0,140003,45.0,116182,40.0,23098,78.0,985786,106.0,6325,35.0,0,0,4,0,Friday,0
2021-10-02,2063660,62.0,883902,63.0,86563,76.0,80946,53.0,14145,80.0,923455,98.0,2562,56.0,0,1,5,0,Saturday,0
2021-10-03,1575738,64.0,673253,67.0,74851,82.0,66758,63.0,12936,70.0,887540,105.0,1904,50.0,0,1,6,0,Sunday,0
2021-10-04,2864349,50.0,1419155,63.0,152598,49.0,121256,42.0,21794,73.0,871945,94.0,6591,37.0,0,0,0,0,Monday,0
2021-10-05,3091160,54.0,1499767,67.0,150226,48.0,124670,43.0,23644,79.0,887129,96.0,7027,39.0,0,0,1,0,Tuesday,0
2021-10-06,3140986,55.0,1532668,68.0,149640,48.0,123097,42.0,24677,83.0,913993,98.0,6972,39.0,0,0,2,0,Wednesday,0
2021-10-07,3190747,56.0,1523168,68.0,150072,48.0,121407,42.0,24571,83.0,951212,102.0,7298,41.0,0,0,3,0,Thursday,0
2021-10-08,3168473,55.0,1473912,65.0,153755,49.0,123609,43.0,23356,78.0,1001210,108.0,6660,37.0,0,0,4,0,Friday,0
2021-10-09,2052699,62.0,856308,62.0,84631,75.0,81969,54.0,13634,77.0,919384,97.0,47,1.0,0,1,5,0,Saturday,0
2021-10-10,1499385,61.0,601821,60.0,65636,72.0,59049,56.0,11794,64.0,806025,95.0,166,4.0,0,1,6,0,Sunday,0
2021-10-11,2263615,39.0,1045865,46.0,131714,42.0,114458,39.0,16917,57.0,878443,95.0,3883,22.0,0,0,0,1,Monday,0
2021-10-12,3102879,54.0,1514608,67.0,154602,49.0,128194,44.0,23848,80.0,910639,98.0,7292,41.0,0,0,1,0,Tuesday,0
2021-10-13,3157457,55.0,1511356,67.0,151319,48.0,124790,43.0,24396,82.0,907632,98.0,7198,40.0,0,0,2,0,Wednesday,0
2021-10-14,3240686,56.0,1527543,68.0,154572,49.0,126815,44.0,24144,81.0,952876,103.0,7386,41.0,0,0,3,0,Thursday,0
2021-10-15,3227068,56.0,1491099,66.0,150932,48.0,124654,43.0,23251,78.0,990940,107.0,6786,38.0,0,0,4,0,Friday,0
2021-10-16,2042027,61.0,856990,62.0,83415,74.0,74913,49.0,13307,75.0,896392,95.0,2369,52.0,0,1,5,0,Saturday,0
2021-10-17,1629991,66.0,663944,66.0,74826,82.0,69729,66.0,12564,68.0,891527,106.0,1853,49.0,0,1,6,0,Sunday,0
2021-10-18,2982883,52.0,1461843,65.0,153681,49.0,127381,44.0,21454,72.0,889996,96.0,6810,38.0,0,0,0,0,Monday,0
2021-10-19,3178208,55.0,1510722,67.0,153382,49.0,129993,45.0,23403,79.0,899389,97.0,7250,41.0,0,0,1,0,Tuesday,0
2021-10-20,3234327,56.0,1525608,68.0,155242,49.0,131127,45.0,24474,82.0,916246,99.0,7148,40.0,0,0,2,0,Wednesday,0
2021-10-21,3267697,57.0,1476434,65.0,149850,48.0,127259,44.0,24007,81.0,948652,102.0,7498,42.0,0,0,3,0,Thursday,0
2021-10-22,3225816,56.0,1471199,65.0,145810,46.0,126554,44.0,22843,77.0,986548,106.0,6297,35.0,0,0,4,0,Friday,0
2021-10-23,2077488,62.0,847596,61.0,74720,66.0,82865,54.0,13556,77.0,914737,97.0,2243,49.0,0,1,5,0,Saturday,0
2021-10-24,1599927,65.0,659283,66.0,69611,76.0,68154,65.0,12314,67.0,883371,105.0,1908,51.0,0,1,6,0,Sunday,0
2021-10-25,2994936,52.0,1461023,65.0,158330,50.0,125755,43.0,21724,73.0,883887,95.0,7026,39.0,0,0,0,0,Monday,0
2021-10-26,2702635,47.0,1233660,55.0,130109,41.0,104517,36.0,21220,71.0,738636,80.0,5278,30.0,0,0,1,0,Tuesday,0
2021-10-27,3300580,57.0,1503535,67.0,155865,50.0,129881,45.0,24144,81.0,914494,99.0,7054,40.0,0,0,2,0,Wednesday,0
2021-10-28,3365971,59.0,1515489,67.0,159574,51.0,132170,45.0,24814,83.0,959835,103.0,7605,43.0,0,0,3,0,Thursday,0
2021-10-29,3251779,57.0,1426938,63.0,153317,49.0,122632,42.0,22477,75.0,963442,104.0,6597,37.0,0,0,4,0,Friday,0
2021-10-30,2044310,61.0,819620,59.0,76471,67.0,69281,45.0,12642,72.0,854656,90.0,2177,48.0,0,1,5,0,Saturday,0
2021-10-31,1746769,71.0,656203,66.0,68674,75.0,66300,63.0,12233,67.0,824978,98.0,1910,51.0,0,1,6,0,Sunday,0
2021-11-01,3034306,54.0,1448304,66.0,158356,48.0,131251,46.0,21387,69.0,898451,95.0,6783,40.0,0,0,0,0,Monday,0
2021-11-02,2848222,51.0,1258180,57.0,147832,45.0,129297,45.0,22016,71.0,853432,90.0,5679,33.0,0,0,1,0,Tuesday,0
