date,subway_ridership,subway_pct_baseline,bus_ridership,bus_pct_baseline,lirr_ridership,lirr_pct_baseline,metro_north_ridership,metro_north_pct_baseline,access_ride_trips,access_ride_pct_baseline,bridges_tunnels_traffic,bridges_tunnels_pct_baseline,staten_island_ridership,staten_island_pct_baseline,is_covid,is_weekend,day_of_week,is_holiday,day_name,is_outlier
2023-11-22,3378351,60.0,1160847,53.0,254968,78.0,220030,77.0,28409,91.0,985528,104.0,6524,38.0,0,0,2,0,Wednesday,0
2023-11-23,1628385,65.0,471662,47.0,116969,124.0,107690,103.0,21741,115.0,898291,109.0,2257,74.0,0,0,3,1,Thursday,0
2023-11-24,2457591,97.0,807221,81.0,215833,228.0,197178,189.0,15381,82.0,818916,99.0,3718,121.0,0,0,4,0,Friday,0
2023-11-25,2123590,67.0,696466,53.0,124716,108.0,117682,78.0,14245,84.0,866561,95.0,2454,71.0,0,1,5,0,Saturday,0
2023-11-26,1686490,67.0,566395,57.0,101486,107.0,95729,92.0,16900,90.0,864505,105.0,1834,60.0,0,1,6,0,Sunday,0
2023-11-27,3523494,63.0,1253990,57.0,228127,69.0,200017,70.0,29418,94.0,921303,98.0,7294,43.0,0,0,0,0,Monday,0
2023-11-28,3916476,69.0,1279327,58.0,234794,72.0,216450,76.0,31716,102.0,914381,97.0,7835,46.0,0,0,1,0,Tuesday,0
2023-11-29,4032882,72.0,1268990,58.0,234738,71.0,212929,74.0,32809,105.0,915384,97.0,7851,46.0,0,0,2,0,Wednesday,0
2023-11-30,4072271,72.0,1340370,61.0,236142,72.0,210592,74.0,32650,105.0,945909,100.0,7737,45.0,0,0,3,0,Thursday,0
2023-12-01,3723171,70.0,1226677,61.0,185151,59.0,164628,59.0,31284,107.0,947287,107.0,6432,41.0,0,0,4,0,Friday,0
2023-12-02,2748170,83.0,826725,65.0,126374,99.0,125483,80.0,19675,114.0,903346,102.0,2618,53.0,0,1,5,0,Saturday,0
2023-12-03,1827959,72.0,553618,57.0,87340,82.0,76999,72.0,18450,103.0,778118,98.0,1633,48.0,0,1,6,0,Sunday,0
2023-12-04,3709458,69.0,1312507,66.0,223257,71.0,201080,72.0,30841,106.0,900224,102.0,7559,48.0,0,0,0,0,Monday,0
2023-12-05,3991835,75.0,1346216,67.0,243329,77.0,224065,80.0,33235,114.0,914419,103.0,7964,51.0,0,0,1,0,Tuesday,0
2023-12-06,4116059,77.0,1350594,67.0,230920,73.0,211076,76.0,33502,115.0,936802,106.0,7951,51.0,0,0,2,0,Wednesday,0
2023-12-07,4088438,77.0,1314833,66.0,231114,73.0,204586,73.0,32511,112.0,960536,108.0,7424,48.0,0,0,3,0,Thursday,0
2023-12-08,3863961,72.0,1261796,63.0,225208,71.0,198539,71.0,31875,109.0,972091,110.0,6435,41.0,0,0,4,0,Friday,0
2023-12-09,2922085,88.0,828894,65.0,156237,122.0,147745,94.0,20580,119.0,944411,107.0,3181,64.0,0,1,5,0,Saturday,0
2023-12-10,1838048,72.0,539117,55.0,90884,85.0,82225,77.0,17542,98.0,779314,98.0,1648,49.0,0,1,6,0,Sunday,0
2023-12-11,3642743,68.0,1213923,61.0,219022,69.0,191110,69.0,29271,100.0,894318,101.0,6949,45.0,0,0,0,0,Monday,0
2023-12-12,4051574,76.0,1309303,65.0,236348,75.0,219393,79.0,33458,115.0,935591,106.0,7655,49.0,0,0,1,0,Tuesday,0
2023-12-13,4067457,76.0,1314167,66.0,238451,75.0,215546,77.0,34323,118.0,959767,108.0,7859,50.0,0,0,2,0,Wednesday,0
2023-12-14,4122091,77.0,1296909,65.0,236516,75.0,213415,77.0,33406,115.0,988876,112.0,7414,48.0,0,0,3,0,Thursday,0
2023-12-15,3845234,72.0,1246465,62.0,235800,75.0,208572,75.0,32517,112.0,1011336,114.0,6540,42.0,0,0,4,0,Friday,0
2023-12-16,2866544,86.0,814457,64.0,149340,117.0,149013,95.0,20483,119.0,972314,110.0,3085,62.0,0,1,5,0,Saturday,0
2023-12-17,1954707,77.0,569005,58.0,96415,90.0,88502,82.0,18445,103.0,809015,102.0,1787,53.0,0,1,6,0,Sunday,0
2023-12-18,3314782,62.0,1082334,54.0,201289,64.0,174850,63.0,28309,97.0,809201,91.0,5381,34.0,0,0,0,0,Monday,0
2023-12-19,3912934,73.0,1275002,64.0,244031,77.0,213625,77.0,32542,112.0,946648,107.0,7555,48.0,0,0,1,0,Tuesday,0
2023-12-20,3838407,72.0,1245547,62.0,236060,75.0,206420,74.0,33205,114.0,964384,109.0,7363,47.0,0,0,2,0,Wednesday,0
2023-12-21,3675448,69.0,1200899,60.0,229252,73.0,199411,71.0,31713,109.0,976632,110.0,6860,44.0,0,0,3,0,Thursday,0
2023-12-22,3372318,63.0,1110555,55.0,231036,73.0,206169,74.0,29324,101.0,979372,111.0,5878,38.0,0,0,4,0,Friday,0
2023-12-23,2244175,68.0,708808,56.0,139904,109.0,130053,83.0,17627,102.0,876791,99.0,2700,54.0,0,1,5,0,Saturday,0
2023-12-24,1657096,65.0,549448,56.0,92540,87.0,77874,72.0,20241,114.0,793031,100.0,1912,56.0,0,1,6,0,Sunday,0
2023-12-25,1273729,50.0,381879,39.0,80587,76.0,65350,61.0,14750,83.0,748318,94.0,1668,49.0,0,0,0,1,Monday,0
2023-12-26,2668642,50.0,906670,45.0,219149,69.0,192910,69.0,20706,71.0,867072,98.0,5158,33.0,0,0,1,0,Tuesday,0
2023-12-27,2912007,55.0,955890,48.0,220010,70.0,186541,67.0,25945,89.0,881140,99.0,5373,34.0,0,0,2,0,Wednesday,0
2023-12-28,3064841,57.0,969231,48.0,218546,69.0,193235,69.0,26462,91.0,887521,100.0,5395,35.0,0,0,3,0,Thursday,0
2023-12-29,3198885,60.0,1007697,50.0,237781,75.0,210361,75.0,26892,92.0,909062,103.0,5784,37.0,0,0,4,0,Friday,0
2023-12-30,2440211,74.0,720564,57.0,121688,95.0,121647,77.0,16983,99.0,833538,94.0,2780,56.0,0,1,5,0,Saturday,0
2023-12-31,1934651,76.0,548344,56.0,99817,94.0,89554,83.0,20005,112.0,671873,84.0,2029,60.0,0,1,6,0,Sunday,0
2024-01-01,1648734,79.0,455965,50.0,82811,100.0,73957,82.0,9165,68.0,730489,107.0,2018,74.0,0,0,0,1,Monday,0
2024-01-02,3290639,64.0,1091104,53.0,209680,69.0,184978,69.0,25961,92.0,829660,95.0,7107,43.0,0,0,1,0,Tuesday,0
2024-01-03,3555082,69.0,1212761,59.0,217373,72.0,194441,72.0,31304,111.0,856822,99.0,7565,46.0,0,0,2,0,Wednesday,0
2024-01-04,3560703,69.0,1242971,61.0,212217,70.0,190588,71.0,31233,110.0,867791,100.0,7450,45.0,0,0,3,0,Thursday,0
2024-01-05,3263064,63.0,1185046,58.0,199441,66.0,173362,64.0,30480,108.0,886766,102.0,5963,36.0,0,0,4,0,Friday,0
2024-01-06,1942458,72.0,684686,57.0,92741,95.0,82890,64.0,15850,109.0,721283,94.0,2070,50.0,0,1,5,0,Saturday,0
2024-01-07,1472438,70.0,502518,55.0,72971,88.0,57280,63.0,13723,102.0,566397,83.0,1533,56.0,0,1,6,0,Sunday,0
2024-01-08,3303727,64.0,1226783,60.0,208960,69.0,184150,68.0,28890,102.0,844853,97.0,7001,43.0,0,0,0,0,Monday,0
2024-01-09,3353192,65.0,1135694,55.0,213699,71.0,188888,70.0,30430,108.0,780334,90.0,6944,42.0,0,0,1,0,Tuesday,0
2024-01-10,3557166,69.0,1248493,61.0,217461,72.0,191221,71.0,31338,111.0,844710,97.0,7216,44.0,0,0,2,0,Wednesday,0
2024-01-11,3688916,72.0,1293940,63.0,229117,76.0,199799,74.0,32790,116.0,921166,106.0,7337,45.0,0,0,3,0,Thursday,0
2024-01-12,3365791,65.0,1228696,60.0,207670,69.0,182896,68.0,31096,110.0,930218,107.0,6286,38.0,0,0,4,0,Friday,0
2024-01-13,2167383,80.0,755670,63.0,101558,104.0,97439,75.0,17168,118.0,819900,107.0,2210,54.0,0,1,5,0,Saturday,0
2024-01-14,1743556,83.0,588809,64.0,85521,103.0,78197,86.0,18588,138.0,750002,110.0,1745,64.0,0,1,6,0,Sunday,0
2024-01-15,2169917,104.0,783032,85.0,91887,111.0,80498,89.0,16502,122.0,816628,120.0,3017,110.0,0,0,0,1,Monday,0
2024-01-16,3235935,63.0,1078860,53.0,205716,68.0,178389,66.0,29826,105.0,712714,82.0,5414,33.0,0,0,1,0,Tuesday,0
2024-01-17,3616923,70.0,1193111,58.0,217173,72.0,199986,74.0,32054,113.0,863242,99.0,6891,42.0,0,0,2,0,Wednesday,0
2024-01-18,3655850,71.0,1235693,60.0,217911,72.0,197257,73.0,32318,114.0,896766,103.0,7014,43.0,0,0,3,0,Thursday,0
2024-01-19,3176408,62.0,1109408,54.0,191999,64.0,171490,64.0,27175,96.0,793429,91.0,5330,33.0,0,0,4,0,Friday,0
2024-01-20,2024041,75.0,677335,57.0,96128,99.0,82817,64.0,15487,107.0,758923,99.0,1926,47.0,0,1,5,0,Saturday,0
2024-01-21,1576126,75.0,548497,60.0,78041,94.0,66955,74.0,17147,127.0,718777,105.0,1482,54.0,0,1,6,0,Sunday,0
2024-01-22,3305387,64.0,1210644,59.0,209302,69.0,185181,69.0,30092,106.0,841078,97.0,6558,40.0,0,0,0,0,Monday,0
2024-01-23,3652488,71.0,1264199,62.0,233311,77.0,205300,76.0,33111,117.0,864670,100.0,7194,44.0,0,0,1,0,Tuesday,0
2024-01-24,3666907,71.0,1247798,61.0,223928,74.0,201969,75.0,33082,117.0,867077,100.0,7027,43.0,0,0,2,0,Wednesday,0
2024-01-25,3681867,72.0,1256481,61.0,223766,74.0,199560,74.0,32517,115.0,890573,102.0,6845,42.0,0,0,3,0,Thursday,0
2024-01-26,3380816,66.0,1193175,58.0,213749,71.0,184511,69.0,31329,111.0,913609,105.0,5681,35.0,0,0,4,0,Friday,0
2024-01-27,2283244,84.0,801262,67.0,117555,121.0,102600,79.0,19099,132.0,853000,112.0,2409,59.0,0,1,5,0,Saturday,0
2024-01-28,1549077,74.0,535857,58.0,75177,91.0,66794,74.0,17473,129.0,712530,104.0,1455,53.0,0,1,6,0,Sunday,0
2024-01-29,3297571,64.0,1211703,59.0,214890,71.0,187702,70.0,29367,104.0,838882,97.0,6755,41.0,0,0,0,0,Monday,0
2024-01-30,3717520,72.0,1284597,63.0,230931,76.0,207896,77.0,32782,116.0,868230,100.0,7744,47.0,0,0,1,0,Tuesday,0
2024-01-31,3808584,74.0,1325692,65.0,228148,76.0,204353,76.0,33417,118.0,882805,102.0,7651,47.0,0,0,2,0,Wednesday,0
2024-02-01,3814682,70.0,1337508,62.0,214275,71.0,189621,70.0,33540,114.0,911954,103.0,7465,46.0,0,0,3,0,Thursday,0
2024-02-02,3457807,64.0,1239617,58.0,200395,66.0,174044,65.0,32175,109.0,917639,104.0,6207,38.0,0,0,4,0,Friday,0
2024-02-03,2324038,81.0,808103,64.0,113576,121.0,102310,78.0,20070,123.0,845878,102.0,2357,55.0,0,1,5,0,Saturday,0
2024-02-04,1742107,79.0,626299,64.0,86327,110.0,77083,85.0,20480,122.0,790429,105.0,1746,62.0,0,1,6,0,Sunday,0
2024-02-05,3481777,64.0,1297578,60.0,218879,72.0,190181,71.0,31372,107.0,855224,97.0,7053,44.0,0,0,0,0,Monday,0
2024-02-06,3857533,71.0,1346868,63.0,233524,77.0,208252,77.0,33618,114.0,880296,100.0,7709,48.0,0,0,1,0,Tuesday,0
2024-02-07,3900992,72.0,1341486,62.0,229426,76.0,202871,75.0,34799,118.0,896482,101.0,7655,47.0,0,0,2,0,Wednesday,0
2024-02-08,3903673,72.0,1350925,63.0,232069,77.0,198010,74.0,34386,117.0,937494,106.0,7442,46.0,0,0,3,0,Thursday,0
2024-02-09,3547321,65.0,1268268,59.0,218909,72.0,185475,69.0,32233,110.0,953705,108.0,6121,38.0,0,0,4,0,Friday,0
2024-02-10,2385448,83.0,795892,63.0,118074,126.0,99942,76.0,20462,126.0,876746,105.0,2596,61.0,0,1,5,0,Saturday,0
2024-02-11,1774698,81.0,628400,64.0,83832,107.0,73614,81.0,20610,122.0,759996,101.0,1769,63.0,0,1,6,0,Sunday,0
2024-02-12,3374596,62.0,1254403,58.0,212628,70.0,185118,69.0,30323,103.0,888941,101.0,6132,38.0,0,0,0,0,Monday,0
2024-02-13,2273584,42.0,724893,34.0,166803,55.0,134355,50.0,23271,79.0,480178,54.0,3641,23.0,0,0,1,0,Tuesday,0
2024-02-14,3963628,73.0,1282121,60.0,230505,76.0,201686,75.0,32796,111.0,909016,103.0,7645,47.0,0,0,2,0,Wednesday,0
2024-02-15,3874860,71.0,1305830,61.0,228885,76.0,202704,75.0,33402,114.0,948001,107.0,7500,46.0,0,0,3,0,Thursday,0
2024-02-16,3504536,65.0,1225865,57.0,210552,70.0,186547,69.0,32442,110.0,962249,109.0,6269,39.0,0,0,4,0,Friday,0
2024-02-17,2178047,76.0,680638,54.0,95271,102.0,92423,71.0,17545,108.0,769698,93.0,2038,48.0,0,1,5,0,Saturday,0
2024-02-18,1850840,84.0,604537,62.0,89877,115.0,81659,90.0,18975,113.0,794483,105.0,1720,61.0,0,1,6,0,Sunday,0
2024-02-19,2244741,102.0,842548,86.0,96569,124.0,85973,94.0,17585,104.0,814165,108.0,3007,107.0,0,0,0,1,Monday,0
2024-02-20,3490990,64.0,1201850,56.0,233827,77.0,207099,77.0,32208,109.0,895208,101.0,7023,43.0,0,0,1,0,Tuesday,0
2024-02-21,3591484,66.0,1222440,57.0,230058,76.0,201074,75.0,33590,114.0,892324,101.0,7112,44.0,0,0,2,0,Wednesday,0
2024-02-22,3588173,66.0,1212903,56.0,225465,74.0,195315,73.0,32702,111.0,924554,105.0,6674,41.0,0,0,3,0,Thursday,0
2024-02-23,3219121,59.0,1126271,52.0,208527,69.0,182348,68.0,30262,103.0,916874,104.0,5479,34.0,0,0,4,0,Friday,0
2024-02-24,2308808,80.0,788962,62.0,114816,123.0,98942,76.0,19456,120.0,866204,104.0,2407,56.0,0,1,5,0,Saturday,0
2024-02-25,1740477,79.0,608010,62.0,88104,113.0,78248,86.0,19822,118.0,822624,109.0,1800,64.0,0,1,6,0,Sunday,0
2024-02-26,3439079,63.0,1275320,59.0,217914,72.0,187542,70.0,30867,105.0,873604,99.0,6969,43.0,0,0,0,0,Monday,0
2024-02-27,3802458,70.0,1332209,62.0,233207,77.0,208042,77.0,33571,114.0,893537,101.0,7659,47.0,0,0,1,0,Tuesday,0
2024-02-28,3784177,70.0,1290829,60.0,228110,75.0,199671,74.0,33664,114.0,889784,101.0,7428,46.0,0,0,2,0,Wednesday,0
2024-02-29,3905888,72.0,1334777,62.0,232010,77.0,204828,76.0,33637,114.0,957616,108.0,7295,45.0,0,0,3,0,Thursday,0
2024-03-01,3573658,64.0,1276428,57.0,181633,58.0,157348,57.0,33416,112.0,968878,105.0,6220,39.0,0,0,4,0,Friday,0
2024-03-02,2094029,68.0,689029,52.0,98266,91.0,85586,63.0,19380,114.0,823629,95.0,2084,41.0,0,1,5,0,Saturday,0
2024-03-03,1961510,86.0,686787,69.0,93906,108.0,85095,90.0,21351,121.0,857039,106.0,1981,63.0,0,1,6,0,Sunday,0
2024-03-04,3539671,64.0,1319592,59.0,219565,70.0,188845,68.0,32231,108.0,887009,96.0,7229,45.0,0,0,0,0,Monday,0
2024-03-05,3819514,69.0,1263377,56.0,236999,76.0,204515,74.0,34277,115.0,868487,94.0,7344,46.0,0,0,1,0,Tuesday,0
2024-03-06,3865589,69.0,1273337,57.0,225080,72.0,198040,72.0,35207,118.0,890058,97.0,7555,47.0,0,0,2,0,Wednesday,0
2024-03-07,3893731,70.0,1334827,60.0,226926,72.0,197659,72.0,34235,115.0,941815,102.0,7414,46.0,0,0,3,0,Thursday,0
2024-03-08,3685219,66.0,1291469,58.0,226372,72.0,192899,70.0,34613,116.0,987695,107.0,6588,41.0,0,0,4,0,Friday,0
2024-03-09,2128635,69.0,747405,56.0,113368,105.0,97183,72.0,19661,116.0,857351,98.0,2174,43.0,0,1,5,0,Saturday,0
2024-03-10,1803578,79.0,630566,63.0,90567,104.0,77768,82.0,20080,114.0,818114,101.0,1750,56.0,0,1,6,0,Sunday,0
2024-03-11,3497588,63.0,1270081,57.0,218755,70.0,188108,68.0,31600,106.0,869087,94.0,6854,43.0,0,0,0,0,Monday,0
2024-03-12,3988438,72.0,1370319,61.0,239002,76.0,213584,77.0,34978,118.0,911441,99.0,7820,49.0,0,0,1,0,Tuesday,0
2024-03-13,4024943,72.0,1377062,61.0,237603,76.0,212582,77.0,36469,123.0,937527,102.0,8100,51.0,0,0,2,0,Wednesday,0
2024-03-14,4049186,73.0,1368263,61.0,240124,77.0,211962,77.0,36111,121.0,970105,105.0,7658,48.0,0,0,3,0,Thursday,0
2024-03-15,3643013,65.0,1275542,57.0,227481,73.0,199285,72.0,33266,112.0,986807,107.0,6558,41.0,0,0,4,0,Friday,0
2024-03-16,2553056,83.0,838318,63.0,138156,128.0,129667,96.0,20796,123.0,924262,106.0,3108,61.0,0,1,5,0,Saturday,0
2024-03-17,1972170,86.0,625861,63.0,103993,120.0,86964,92.0,20237,115.0,862748,107.0,2078,66.0,0,1,6,0,Sunday,0
2024-03-18,3482565,63.0,1296423,58.0,221451,71.0,190770,69.0,31905,107.0,895292,97.0,7072,44.0,0,0,0,0,Monday,0
2024-03-19,3869116,69.0,1336910,60.0,242771,77.0,210028,76.0,34899,117.0,909501,99.0,7795,49.0,0,0,1,0,Tuesday,0
2024-03-20,3886104,70.0,1334002,60.0,234446,75.0,206030,75.0,35998,121.0,927404,101.0,7700,48.0,0,0,2,0,Wednesday,0
2024-03-21,3862248,69.0,1317112,59.0,228782,73.0,200037,73.0,35097,118.0,947309,103.0,7292,46.0,0,0,3,0,Thursday,0
2024-03-22,3581959,64.0,1251225,56.0,225175,72.0,187489,68.0,33549,113.0,975518,106.0,6299,39.0,0,0,4,0,Friday,0
2024-03-23,1863863,61.0,587004,44.0,95770,89.0,77331,57.0,17633,104.0,733638,84.0,1766,35.0,0,1,5,0,Saturday,0
2024-03-24,1912946,83.0,653413,66.0,95973,111.0,80451,85.0,22334,127.0,861573,107.0,1890,60.0,0,1,6,0,Sunday,0
2024-03-25,3583716,64.0,1281676,57.0,224068,71.0,192720,70.0,31947,107.0,902281,98.0,7032,44.0,0,0,0,0,Monday,0
2024-03-26,3969793,71.0,1355991,60.0,239790,77.0,211566,77.0,34874,117.0,914666,99.0,7754,49.0,0,0,1,0,Tuesday,0
2024-03-27,4014011,72.0,1342695,60.0,241268,77.0,207744,75.0,35627,120.0,943920,102.0,7628,48.0,0,0,2,0,Wednesday,0
2024-03-28,3910547,70.0,1223847,55.0,239840,77.0,200583,73.0,34416,116.0,954143,104.0,6780,42.0,0,0,3,0,Thursday,0
2024-03-29,3372535,61.0,1096254,49.0,241583,77.0,198343,72.0,30293,102.0,966343,105.0,5092,32.0,0,0,4,0,Friday,0
2024-03-30,2526569,82.0,801723,60.0,135355,125.0,111061,82.0,19891,117.0,906427,104.0,2748,54.0,0,1,5,0,Saturday,0
2024-03-31,1936295,84.0,606411,61.0,121273,140.0,98458,104.0,23316,132.0,933446,116.0,2096,67.0,0,1,6,0,Sunday,0
2024-04-01,3321989,60.0,1168598,53.0,208291,67.0,180107,63.0,30083,104.0,917643,98.0,6053,37.0,0,0,0,0,Monday,0
2024-04-02,3900061,70.0,1247638,57.0,234615,76.0,206753,72.0,34415,119.0,889922,95.0,7289,45.0,0,0,1,0,Tuesday,0
2024-04-03,3890305,70.0,1162660,53.0,222764,72.0,195001,68.0,34971,121.0,851814,91.0,6815,42.0,0,0,2,0,Wednesday,0
2024-04-04,4100733,74.0,1339531,61.0,232730,75.0,201745,70.0,34712,120.0,957042,102.0,7180,44.0,0,0,3,0,Thursday,0
2024-04-05,3800800,68.0,1263607,58.0,225107,73.0,202580,71.0,34503,119.0,981699,104.0,6309,39.0,0,0,4,0,Friday,0
2024-04-06,2477127,78.0,822825,62.0,128106,112.0,117095,79.0,21444,129.0,928096,102.0,2555,50.0,0,1,5,0,Saturday,0
2024-04-07,1899641,78.0,651153,66.0,101624,111.0,94103,91.0,21759,117.0,875089,101.0,2033,62.0,0,1,6,0,Sunday,0
2024-04-08,3506719,63.0,1258402,58.0,220359,71.0,194106,68.0,31777,110.0,879783,93.0,6873,42.0,0,0,0,0,Monday,0
2024-04-09,4042674,72.0,1366571,63.0,251964,81.0,228390,80.0,36151,125.0,965630,103.0,7937,49.0,0,0,1,0,Tuesday,0
2024-04-10,3791945,68.0,1245909,57.0,235585,76.0,216591,75.0,35534,123.0,946464,101.0,7115,44.0,0,0,2,0,Wednesday,0
2024-04-11,4000485,72.0,1315916,60.0,241215,78.0,205013,71.0,35354,122.0,963140,102.0,7326,45.0,0,0,3,0,Thursday,0
2024-04-12,3668439,66.0,1240823,57.0,225168,73.0,191755,67.0,33701,116.0,979494,104.0,6265,39.0,0,0,4,0,Friday,0
2024-04-13,2535112,80.0,824356,62.0,120351,105.0,110542,74.0,21606,130.0,930759,102.0,2609,51.0,0,1,5,0,Saturday,0
2024-04-14,2068885,85.0,664358,67.0,103711,113.0,93633,91.0,21766,117.0,897470,104.0,2145,66.0,0,1,6,0,Sunday,0
2024-04-15,3704177,66.0,1319005,60.0,233386,75.0,203835,71.0,32975,114.0,933433,99.0,7374,45.0,0,0,0,0,Monday,0
2024-04-16,4033514,72.0,1370151,63.0,243835,79.0,220030,77.0,35869,124.0,941739,100.0,8017,49.0,0,0,1,0,Tuesday,0
2024-04-17,4021256,72.0,1347870,62.0,243323,78.0,214829,75.0,35970,124.0,942089,100.0,7805,48.0,0,0,2,0,Wednesday,0
2024-04-18,3966226,71.0,1303010,60.0,230634,74.0,203859,71.0,34816,120.0,955479,102.0,7271,45.0,0,0,3,0,Thursday,0
2024-04-19,3705782,66.0,1278086,58.0,223518,72.0,205809,72.0,33749,117.0,1000275,106.0,6252,39.0,0,0,4,0,Friday,0
2024-04-20,2537525,80.0,830016,62.0,125999,110.0,123804,83.0,21228,127.0,949195,104.0,2793,55.0,0,1,5,0,Saturday,0
2024-04-21,1918237,79.0,651681,66.0,101817,111.0,98834,96.0,20807,111.0,873632,101.0,2017,62.0,0,1,6,0,Sunday,0
2024-04-22,3219677,58.0,1146285,52.0,229680,74.0,206229,72.0,29919,103.0,902943,96.0,6171,38.0,0,0,0,0,Monday,0
2024-04-23,3522218,63.0,1176798,54.0,238274,77.0,221191,77.0,31727,110.0,869972,92.0,7063,44.0,0,0,1,0,Tuesday,0
2024-04-24,3608010,65.0,1180243,54.0,233010,75.0,215927,75.0,32658,113.0,880348,94.0,6847,42.0,0,0,2,0,Wednesday,0
2024-04-25,3723894,67.0,1191480,55.0,242243,78.0,217219,76.0,32999,114.0,962228,102.0,6820,42.0,0,0,3,0,Thursday,0
2024-04-26,3431590,62.0,1143792,52.0,229885,74.0,198590,69.0,31859,110.0,955900,102.0,5647,35.0,0,0,4,0,Friday,0
2024-04-27,2506779,79.0,801494,60.0,123192,108.0,109447,73.0,20591,123.0,911900,100.0,2479,48.0,0,1,5,0,Saturday,0
2024-04-28,2084950,86.0,649572,65.0,100214,109.0,91619,89.0,21057,113.0,881076,102.0,1965,60.0,0,1,6,0,Sunday,0
2024-04-29,3323706,60.0,1161990,53.0,225362,73.0,201385,70.0,30504,105.0,866723,92.0,6385,39.0,0,0,0,0,Monday,0
2024-04-30,3638986,65.0,1193514,55.0,240862,78.0,218592,76.0,32717,113.0,872347,93.0,6886,42.0,0,0,1,0,Tuesday,0
2024-05-01,4032791,71.0,1350660,59.0,230682,72.0,205030,72.0,35701,121.0,954842,99.0,7757,45.0,0,0,2,0,Wednesday,0
2024-05-02,4061242,71.0,1349838,59.0,235003,74.0,210951,74.0,36244,123.0,980830,102.0,7475,43.0,0,0,3,0,Thursday,0
2024-05-03,3780888,66.0,1285012,56.0,226880,71.0,204190,71.0,34860,119.0,1004571,104.0,6516,37.0,0,0,4,0,Friday,0
2024-05-04,2563658,80.0,849249,61.0,123516,104.0,122719,81.0,22523,130.0,951334,99.0,2769,57.0,0,1,5,0,Saturday,0
2024-05-05,1889174,79.0,578132,60.0,99491,102.0,87988,85.0,20709,122.0,819681,96.0,2571,73.0,0,1,6,0,Sunday,0
2024-05-06,3652105,64.0,1295794,57.0,229643,72.0,200506,70.0,33424,114.0,930298,97.0,6869,39.0,0,0,0,0,Monday,0
2024-05-07,4098321,72.0,1375535,60.0,250953,79.0,227303,79.0,36309,123.0,954763,99.0,7966,46.0,0,0,1,0,Tuesday,0
2024-05-08,4087477,71.0,1350511,59.0,244202,76.0,221059,77.0,36981,126.0,969162,101.0,7623,44.0,0,0,2,0,Wednesday,0
2024-05-09,4086528,71.0,1354139,60.0,247959,78.0,218370,76.0,35927,122.0,999321,104.0,7344,42.0,0,0,3,0,Thursday,0
2024-05-10,3677268,64.0,1212090,53.0,228020,71.0,195091,68.0,34539,117.0,1001911,104.0,5894,34.0,0,0,4,0,Friday,0
2024-05-11,2648580,83.0,845713,61.0,134051,113.0,117308,78.0,22810,132.0,1004157,105.0,3078,63.0,0,1,5,0,Saturday,0
2024-05-12,1858872,78.0,559614,58.0,114118,117.0,98717,95.0,24531,144.0,930720,109.0,1755,50.0,0,1,6,0,Sunday,0
2024-05-13,3703066,65.0,1264180,56.0,244216,76.0,209794,73.0,31980,109.0,953646,99.0,7137,41.0,0,0,0,0,Monday,0
2024-05-14,4116655,72.0,1343633,59.0,260745,82.0,226656,79.0,35800,122.0,964136,100.0,7698,44.0,0,0,1,0,Tuesday,0
2024-05-15,4114615,72.0,1288427,57.0,248434,78.0,219840,77.0,36951,126.0,942648,98.0,7856,45.0,0,0,2,0,Wednesday,0
2024-05-16,4105026,72.0,1306481,57.0,243988,76.0,215601,75.0,35940,122.0,985179,102.0,7590,44.0,0,0,3,0,Thursday,0
2024-05-17,3816914,67.0,1270674,56.0,241980,76.0,215838,75.0,34945,119.0,1023765,106.0,6569,38.0,0,0,4,0,Friday,0
2024-05-18,2691368,84.0,792454,57.0,131709,111.0,130279,86.0,21562,125.0,969098,101.0,2855,59.0,0,1,5,0,Saturday,0
2024-05-19,2121485,89.0,657256,68.0,112130,115.0,106408,102.0,22305,131.0,939438,110.0,2228,63.0,0,1,6,0,Sunday,0
2024-05-20,3682061,64.0,1291703,57.0,236846,74.0,216450,76.0,32417,110.0,956799,99.0,7160,41.0,0,0,0,0,Monday,0
2024-05-21,4029557,70.0,1349876,59.0,252506,79.0,234587,82.0,35819,122.0,962058,100.0,7775,45.0,0,0,1,0,Tuesday,0
2024-05-22,4104021,72.0,1357841,60.0,258544,81.0,233098,81.0,36940,126.0,975096,101.0,8086,46.0,0,0,2,0,Wednesday,0
2024-05-23,3863099,68.0,1275297,56.0,250848,79.0,215083,75.0,34785,118.0,1011195,105.0,7442,43.0,0,0,3,0,Thursday,0
2024-05-24,3583244,63.0,1243655,55.0,250907,79.0,209130,73.0,33663,114.0,1034556,107.0,6663,38.0,0,0,4,0,Friday,0
2024-05-25,2347159,73.0,805680,58.0,135961,115.0,120036,80.0,20733,120.0,924855,97.0,3031,62.0,0,1,5,0,Saturday,0
2024-05-26,2019012,84.0,652393,68.0,120709,124.0,101017,97.0,22762,134.0,905197,106.0,2710,77.0,0,1,6,0,Sunday,0
2024-05-27,1667890,70.0,594031,62.0,99975,103.0,81042,78.0,12673,75.0,742353,87.0,2123,60.0,0,0,0,1,Monday,0
2024-05-28,3825781,67.0,1300611,57.0,257078,80.0,227311,79.0,34485,117.0,967869,101.0,7609,44.0,0,0,1,0,Tuesday,0
2024-05-29,4006764,70.0,1309889,58.0,254749,80.0,227379,79.0,36435,124.0,943930,98.0,8090,46.0,0,0,2,0,Wednesday,0
